884,721,310,1276,1077,983,846,725,671,700,755,1994,2149,2179,1930,1496,1136,2033,2270,2042,1874,1824,1692,1015,1797,1975,1812,2160,2751,2430,2068,1770,1797,1717,1999,1912,1457,543,165,547,1872,2551,2295,2243,1956,781,520,840,1143,1458,1456,1459,1608,3153,2951,3471,2584,2314,2199,2005,1376,1321,1298,1031,918,1132,1167,938,733,441,552,529,348,567,796,440,293,319,510,783,771,975,1091,1276,1438,1709,1864,1920,1688,1466,2985,1280,1098,1095,1269,976,1230,1442,1298,1013,1368,1429,1583,1812,1756,1095,1619,2211,1578,350,354,379,558,258,474,1428,2257,2654,3483,3448,6697,7148,7801,7983,8257,6799,7178,5767,5235,4147,4009,3505,1180,747,1909,1485,1134,955,1673,2064,2233,1648,377,1946,829,536,926,1085,1069,1851,1731,2435,2843,2773,2550,1975,1363,1844,1894,2623,3066,3518,3070,1335,2341,2628,2746,3017,3132,3377,3489,72,108,160,236,837,1870,1603,1282,1316
1255,1125,669,1058,1427,1407,1199,945,830,825,1273,2210,2495,2197,2069,2013,2007,2388,2319,1892,2231,1866,1698,1166,3918,4333,3752,3978,2981,2452,1754,1497,1526,1535,1160,794,913,353,329,748,1411,2175,2970,2445,2092,768,836,942,1130,1298,1620,1497,1820,4237,3203,2787,2440,1698,1960,1877,1654,1443,1020,852,921,869,741,552,369,137,470,729,535,715,804,435,331,300,489,675,983,1043,1137,1270,1221,1410,1738,2093,2392,2193,1322,2386,1275,1312,1335,1071,947,1594,1100,1354,1747,1698,1699,2091,2020,865,1833,2190,1891,2046,673,1042,1668,1823,616,977,1837,3024,8466,8481,5734,5728,5785,5591,5513,6589,6157,6445,4888,4394,2977,2351,640,659,1090,958,96,48,555,1581,1537,1970,3092,3037,2991,2796,2262,683,959,461,1649,2535,2521,2386,2309,985,1051,1173,1839,2397,2775,3281,3064,893,1753,2608,2771,2265,2684,3224,1156,1153,1491,2040,1843,1269,1059,1117,1126,1196
1150,1150,900,937,794,1886,1753,1216,890,1438,1564,2067,2793,2111,2191,2109,3023,4610,4842,4873,4559,4330,4277,3800,3700,3133,3350,3465,3192,2303,1926,1248,1333,1108,646,229,249,74,50,449,948,2192,2664,3233,3433,893,953,1169,1172,1411,1854,2646,3864,2724,2555,2356,2127,1865,1724,1481,1383,1307,1095,949,726,751,564,496,359,419,561,809,1078,968,874,867,298,197,359,714,858,1164,1236,1423,1285,1449,1516,1479,1594,3039,1430,2064,2199,1173,1468,1464,1442,1510,1787,913,1085,1881,1943,2119,2288,1321,1432,2231,2411,2434,1425,1565,2237,1323,363,1116,1576,4433,8404,5520,5080,4856,4723,4613,5380,5841,5506,5876,5240,3968,968,123,200,225,520,1197,1216,1730,1375,700,1270,1693,2195,2237,2343,2404,2061,1759,621,352,1899,2656,2043,2154,1333,867,927,1135,1621,1759,2026,2537,1083,957,1475,2514,2509,2601,2913,3217,2792,1544,1237,1356,1388,708,862,891,921,575
573,1363,1059,803,747,1721,2033,1555,1042,813,2394,2945,4669,4913,4871,5037,4679,3332,3358,2981,3435,2808,2531,2742,2313,2490,2620,2617,2700,2453,1906,1683,1061,695,177,73,84,70,276,569,865,2045,2691,2431,3490,2560,1364,1434,1407,1600,2084,4548,2828,2492,1913,1653,1083,1659,1081,893,1215,1208,1139,818,586,418,557,400,434,534,533,807,1251,1051,776,687,480,77,307,606,882,1039,1306,1372,1509,1581,1468,1874,2327,2119,2549,1892,2176,1905,1367,2104,1691,1356,2001,1691,1104,1379,2039,2049,2345,1249,1045,1949,2317,2697,1360,2483,5965,7250,7282,2630,5889,8846,5249,4248,3504,3811,3801,3855,4683,5009,5061,4830,4924,4510,206,84,204,252,1614,906,1706,1983,1850,1810,1142,1160,1214,1438,1603,1809,2051,2185,1804,527,1845,2235,1989,2239,1070,996,703,947,1719,2064,2566,3148,2780,630,1241,2303,1915,2603,2959,2256,2268,2179,1462,1271,667,834,780,560,497,454
552,1139,1362,1058,843,4129,4746,4508,3375,5338,5427,4283,5445,4484,3575,3426,3319,2744,2616,2423,2894,2675,2345,2314,2059,2164,2015,1969,2023,2098,1786,1565,894,207,220,190,288,432,463,684,894,1111,2375,2971,3155,3694,3767,3687,2562,1916,5427,3029,2560,2188,1620,1404,1098,1176,937,861,824,856,786,846,489,467,420,598,554,700,726,1050,1019,924,882,746,526,180,239,569,749,921,1013,1164,1401,1997,2208,2309,2389,2891,3508,3820,3007,2181,2379,2512,1139,874,1456,1717,1239,1445,2011,2119,2174,2243,1321,1961,2453,6766,5911,6832,6034,5689,5947,5864,6303,6824,4449,3240,3233,3281,3338,3299,4311,4703,4575,4376,4390,4412,4872,1076,1095,1725,2250,1271,1452,1816,1077,991,400,755,739,632,961,899,1467,1982,1927,1466,1248,1548,2031,2431,1048,1091,874,968,1714,2657,3081,2351,2402,941,1563,1738,2155,2849,1762,1135,1965,2019,1561,779,757,636,536,512,417,348
464,960,4968,4942,5194,5580,3366,2412,2842,3565,3895,3115,4372,4208,3643,3171,2749,2479,2401,2285,2479,2472,2445,2322,1960,1880,1754,1801,1747,1840,1507,1224,584,382,759,745,635,635,676,707,786,1121,2425,2870,3282,3277,3174,3574,4043,4197,5464,2864,2379,1751,1223,1096,862,877,784,862,907,829,609,498,632,670,726,809,393,775,850,875,1117,933,949,379,195,167,112,395,500,693,756,1002,1130,1440,1515,1440,1405,2453,2847,2147,3295,3320,2394,2575,1190,1348,1510,1592,1683,1608,1918,2250,2386,2593,2238,3245,7113,5192,5046,4997,4449,4217,3859,4323,5083,4230,2639,2726,2824,2920,2893,3465,4066,4249,4355,4142,3140,4263,4322,4785,5259,4632,1376,1164,1024,695,840,737,752,637,555,511,483,499,1345,1569,1581,871,690,1073,1995,2701,994,938,873,1438,2175,2722,1639,1789,1577,1367,753,1056,2586,2694,1817,1700,1746,1658,1642,886,1038,645,563,415,345,154
360,4211,3709,3780,4033,3572,2826,2178,2542,2593,3407,2671,3597,3737,3806,2987,2348,2107,2149,1809,2155,2099,1926,2061,2052,1787,1775,1692,1511,1463,1289,962,225,413,927,968,943,742,811,811,908,965,2075,2839,3071,2868,2241,2994,3446,4098,3627,2388,2207,1809,1388,1157,1120,991,1076,852,664,458,570,406,681,266,277,675,426,867,1025,1159,1131,1070,480,256,202,156,161,329,603,800,975,1038,1169,1123,635,736,1124,1718,1942,3172,3420,3790,4026,2427,1588,1137,1652,1887,5157,7103,5736,3686,2848,3583,8084,6377,5230,4187,4250,4035,3439,3210,3271,3043,3946,3894,1980,2283,2357,2599,2552,3288,3456,3506,4028,4517,1793,2597,4071,4409,4623,5674,2622,3210,436,550,766,306,807,805,684,498,380,375,400,1002,1165,706,648,1520,2478,2538,904,887,967,1370,2108,2600,1839,672,619,644,557,2135,2568,1815,1712,1678,1247,1440,1277,666,1257,815,507,265,296,453
4843,4373,3544,3291,3227,3033,2758,2357,2536,2163,2740,2929,2887,2810,3279,2839,2393,1973,1700,1447,1831,1743,1713,1649,1992,1627,1706,1486,1281,1068,873,662,234,513,1191,1845,1502,864,959,885,928,2460,2608,2696,3052,2924,2981,3122,3530,4113,3461,2542,2210,1809,1373,1154,983,680,870,797,636,581,588,746,416,573,822,741,420,518,1042,1357,1082,478,441,379,264,338,313,245,332,411,646,715,749,393,498,875,1124,1356,1932,3348,5249,6789,7081,8548,7215,6905,6968,6619,5838,5501,6236,8566,8909,8092,5539,5266,4844,4842,4418,3887,3211,2887,2326,2545,3690,1957,1594,2068,1523,1965,2257,3258,2912,3178,3808,4591,4335,3837,3705,4066,4325,6097,3964,4028,360,279,1138,1130,1113,1313,995,700,395,224,337,585,712,325,805,2100,2308,2125,1034,1002,739,1371,2092,2379,2394,1075,590,586,838,2096,2035,1766,1673,980,1376,1599,947,1020,1034,528,309,256,422,997
5260,4066,3477,2977,2753,2559,2158,1958,2023,2012,1819,2482,2195,1693,2733,2533,2130,1678,1557,1365,1361,1482,1404,1480,1622,1430,1481,1121,973,661,472,258,387,770,1271,2069,2853,2815,2803,2743,2714,2569,2298,2453,2629,2316,1969,2493,2674,3110,3483,1937,1322,1162,1172,1190,892,828,747,565,523,758,822,658,593,332,392,952,902,729,1093,1264,1042,674,554,339,411,635,638,586,540,564,546,372,293,383,592,716,1101,1362,1822,4582,5229,5863,6720,7825,5832,5578,5655,5514,5244,4347,4074,5237,6924,6984,5324,5445,5076,4580,4185,3332,2012,2207,1971,2448,2264,1182,734,1243,1448,1146,2324,2896,2952,3574,3992,4421,4057,3981,3988,4127,4850,6051,3854,4648,4917,3686,2835,2552,2006,1760,1191,890,626,252,357,439,445,641,1507,2205,1728,1136,970,958,1040,1663,1981,1885,1916,1710,522,512,1025,1950,1825,1795,1385,1302,1314,1408,833,672,449,178,259,423,830,1147
4230,3509,3286,3040,2738,2578,2002,1826,1920,1624,1618,2144,1974,1529,1807,2139,1553,1435,1385,1098,1050,1165,1187,1160,1259,1239,906,858,407,206,272,261,804,1413,2048,2251,2208,2402,2397,1903,1770,1772,1152,1375,1591,1613,1665,1886,2010,2692,3554,1719,1300,1098,1102,1040,1034,842,844,828,794,814,826,481,677,569,316,741,1053,866,1311,1409,1064,1102,715,319,506,733,838,791,600,657,825,440,448,626,734,906,1053,1297,1592,2567,4131,6178,7036,6553,5617,5303,5303,5181,4999,5029,5574,6261,6791,6212,5833,5218,5025,4369,3984,3334,3079,2792,2284,2440,2785,4115,718,1374,1914,911,2100,2175,2952,3056,3429,3657,3774,3811,4058,4874,5642,5199,4481,3881,4265,4991,4820,3211,3742,1905,792,1117,1053,505,1132,615,314,818,1354,1863,1637,855,820,777,1251,1517,1587,1693,2361,1585,548,413,618,1425,1208,1065,777,690,752,638,600,248,154,266,656,849,965,1208
4065,3557,3370,2862,2858,2583,2421,2098,2059,1821,1563,1509,1234,1093,1200,2024,1561,1456,1405,1294,1011,959,1014,827,610,589,503,516,159,837,707,333,1225,1760,1566,1506,1597,1808,1551,1552,1056,1172,825,1116,1212,1111,1269,1347,1736,1998,3600,2249,1531,1058,1074,882,877,648,818,955,876,955,892,471,709,789,262,703,1166,1225,1457,1610,1216,1160,441,368,534,808,954,909,830,812,586,101,530,714,780,980,1091,1236,1351,1419,2268,4937,4891,5931,5378,4981,4899,4794,4918,5171,5480,5868,5903,6066,5695,5390,4997,4538,4013,3132,3161,2597,3277,3451,5977,5139,5359,2497,2554,1185,582,2006,2662,2418,2505,2659,2957,3294,3718,4385,4937,4592,4734,3422,3820,4194,4386,3797,3908,3518,3402,1808,1625,1755,965,719,433,416,977,1680,739,596,592,1153,1436,1254,1405,1926,2272,1505,474,385,399,882,646,295,202,301,135,135,113,101,200,276,805,1190,1309,1534
4043,3629,3319,2903,2515,2370,2018,1937,1879,1699,1402,1326,1072,699,1227,1533,1216,1216,1827,1577,1113,688,802,490,341,245,207,56,273,991,384,495,1116,917,1144,1226,1155,1312,1041,1040,912,588,659,664,736,731,761,818,901,1079,1331,2469,1832,1663,1181,1061,763,518,208,1013,647,1002,961,149,434,1030,775,540,1387,1630,1912,1317,597,379,366,294,568,819,1042,1045,851,274,82,661,566,560,629,792,757,705,751,801,1079,674,4650,6013,4938,4778,4513,4524,4561,4855,5197,5507,5791,5366,5250,4984,4724,3458,3720,2998,2902,2605,3171,6066,7174,5719,4942,4152,3373,3578,3240,3100,2178,1850,1989,2080,1926,2788,3672,4243,4108,4399,4277,3869,3378,3512,3608,3362,3172,2774,2927,2409,1350,1135,843,597,397,430,1278,1635,606,616,1223,1269,1192,1261,1539,1837,1693,1838,615,398,336,573,225,156,145,113,117,106,294,494,325,157,758,1034,1370,1705
3651,3634,3026,2826,2520,2235,2038,1697,1337,1353,1173,1294,993,667,1107,1192,1025,1010,979,1533,990,574,412,407,265,459,430,382,695,843,322,313,226,555,779,641,806,917,340,559,106,476,361,354,451,543,568,593,694,767,824,830,784,1954,932,981,724,218,195,1052,988,1103,995,383,320,995,1000,709,1311,1713,476,326,441,211,163,334,464,465,810,1106,705,294,597,771,843,854,831,773,904,1056,1102,1210,1207,2011,6261,4920,4653,4482,4111,3788,3749,4582,5057,5204,5107,5175,4802,4274,4074,3090,3539,4125,4283,3820,2885,6019,5547,4580,4766,4262,3389,3021,2663,2532,1734,1394,1607,1731,1719,2678,3531,3470,3801,4027,3494,3303,2817,2573,3151,2612,2523,2475,2805,2902,2227,2253,1216,1118,51,376,1395,597,538,769,919,776,1016,970,1166,1185,1352,1571,1463,363,173,200,107,147,131,293,318,632,779,682,626,165,483,932,1236,1706
2425,3123,2954,2857,2610,2044,1768,1630,1386,1072,1113,1087,791,737,920,849,863,594,627,982,1359,974,872,197,221,441,706,696,827,869,507,347,444,670,516,740,482,399,384,490,358,372,398,355,219,341,344,458,513,567,639,761,777,2101,1421,1015,905,664,507,1232,1238,1401,1035,382,351,959,1188,752,1254,1064,774,742,646,413,414,511,822,974,978,1276,909,779,774,849,980,1018,964,1111,1204,1216,1342,1359,5733,6064,4865,4603,4396,4227,4058,3261,4332,4844,4724,4639,4623,4491,3767,3299,2679,2841,3420,3780,4289,5483,6144,7186,5399,3696,2827,3501,2663,2815,2612,2258,1894,1570,1037,1246,1649,2468,3094,3220,3182,3292,3134,2621,2206,2588,2622,2326,2295,2086,2274,2492,2525,2221,1915,842,602,483,1206,921,838,642,680,662,696,474,640,610,1028,1177,983,268,181,117,127,199,637,835,940,822,1293,977,396,333,404,817,1141,1597
1946,2720,2130,2603,2083,1957,1620,1323,1222,938,1021,882,585,583,730,625,425,244,247,521,890,1014,625,304,192,426,750,1141,1604,1187,817,450,399,576,514,962,872,565,449,579,467,460,599,491,287,393,406,409,595,720,877,1101,1136,2535,2052,1108,1041,1146,1213,1507,1682,1832,1245,626,299,444,1348,1629,1742,1683,1078,1267,1107,779,731,843,767,952,1276,1161,1191,939,1042,1073,979,1148,1122,1033,1324,1303,1530,5898,6078,4670,4690,4649,4265,3996,3927,4062,4475,4394,4014,3723,3564,3421,2651,1735,1803,1752,1938,2640,3717,4422,5380,6919,3951,2093,2204,2440,1888,2131,2241,1687,1651,890,590,559,1202,2129,2134,2501,2454,2806,2353,2225,1845,2249,2320,2033,1757,1699,1769,1859,1608,1698,1804,999,420,732,812,711,531,691,609,619,238,631,440,395,472,558,532,570,193,119,341,817,1045,1161,1606,1377,827,445,416,217,457,807,1014,1350
2022,2205,1795,2190,2045,1848,1460,1140,1008,913,807,752,505,286,337,247,123,209,195,230,311,222,251,91,279,476,731,2076,1243,824,372,778,1132,398,256,612,1091,1079,737,737,809,793,1026,780,719,369,596,629,763,965,1014,1258,1384,2537,973,461,1447,1723,1815,2091,2093,1752,1315,295,191,426,1135,1674,2069,1909,1424,1481,1514,1302,1071,1099,1072,1149,1357,1361,1037,706,906,1110,1179,1056,193,1032,1305,1563,4720,4553,3348,3823,4251,4397,4182,3740,3573,3993,3860,3738,3266,2512,2340,2278,2070,1873,1701,1156,1041,1163,2414,3036,4016,5482,2239,1428,1534,1609,1556,1748,1326,1496,1087,652,492,470,1030,1403,1514,1503,1659,1816,1779,1629,1586,1689,1943,1554,1342,1193,1447,1277,1159,1059,1204,884,453,539,604,559,542,585,455,616,967,699,560,428,373,356,441,444,315,320,668,1002,1222,1669,1267,463,413,392,289,336,655,918,1012,1270
2185,1904,1059,1884,1854,1520,1299,1027,1010,732,595,616,452,277,477,343,240,519,337,237,267,213,128,252,344,457,645,2135,1560,889,808,1365,1054,125,114,333,651,822,1007,899,1182,904,930,1183,684,327,487,663,747,991,1077,1271,1623,2710,635,245,629,1577,2091,2691,2500,1637,924,330,262,370,429,870,2155,1994,1478,1885,1739,1437,1215,1314,1278,1479,1440,1518,1031,2433,2438,1450,1317,699,898,1137,1447,2041,3162,3046,1857,2354,3075,3544,3705,3472,3165,3009,3334,2893,2374,1137,929,1246,635,600,842,761,707,765,862,1493,3201,3204,2894,1031,978,1048,1249,1119,824,851,966,653,569,604,562,545,549,551,852,994,1368,1264,1242,1376,1613,1199,1300,1096,1152,864,790,994,826,532,474,458,544,471,349,553,907,938,1083,877,649,532,398,281,348,422,459,534,890,1175,1753,1481,465,394,289,213,136,250,792,1005,1120,1447
2102,1766,1361,1037,1735,1398,1160,1175,1005,810,663,425,205,295,638,642,814,828,319,548,570,446,275,371,505,511,553,1749,1322,956,1131,1261,592,610,196,889,1423,1640,1589,1284,1388,1105,913,1139,901,256,440,759,860,1045,1344,1427,1838,2960,893,369,934,1730,2402,3079,2649,1565,882,321,400,592,677,882,2207,2275,2260,2057,1794,1306,1457,1578,1688,1667,2299,3024,4581,2046,906,2395,1701,830,814,1130,1631,5783,6342,727,1184,1146,367,3410,2806,3212,2817,2580,2623,2241,1284,566,506,233,368,609,931,580,466,673,737,1405,2534,2097,911,1078,860,800,1062,1046,820,745,708,600,442,534,391,394,400,440,492,524,715,821,950,1103,1395,1416,1103,841,1006,694,599,618,543,276,415,384,465,580,862,922,924,920,792,814,632,659,549,581,511,577,634,899,1051,1834,1641,493,456,313,265,367,471,223,606,1025,1143,1072
1551,1478,1241,1184,1346,1314,1052,868,880,538,325,201,245,371,675,1227,1105,754,566,622,729,492,346,471,528,616,683,2531,2335,2102,1924,1250,1355,976,229,725,1319,1890,2408,2502,2641,1363,948,1181,746,63,468,929,1029,1190,1057,1343,1764,3186,804,548,1201,1585,2821,3515,2815,1453,1036,485,462,797,1071,1073,1003,2289,2754,2550,1738,1685,1801,1943,1946,2280,4094,4380,3270,2301,1518,3405,4306,3515,1060,1394,6021,6663,5352,4742,5201,4594,4668,4366,4054,3403,1581,2328,1776,1099,468,638,1128,716,663,871,1089,577,678,693,717,1797,3132,6170,5290,6644,5758,5317,4969,1086,887,899,745,567,370,706,416,239,58,329,293,341,333,369,430,845,1105,1021,777,852,799,449,410,432,310,349,394,566,791,910,1027,1163,1039,933,1035,970,855,667,847,706,710,777,821,972,1512,1802,596,428,245,198,237,458,658,301,321,453,239,374
1323,1168,963,843,776,802,706,542,610,407,297,262,328,404,586,1360,1169,859,801,726,769,520,495,593,650,723,1808,2425,1423,1361,1362,1419,1351,1233,1054,658,924,1542,1582,1833,2555,2716,1833,1129,564,238,360,846,1228,1449,1335,1359,1870,3448,928,399,897,1469,2157,3412,3131,1413,1266,946,714,630,1200,1861,1145,1523,2684,2934,2042,1912,1862,2189,2616,4254,5255,3717,3227,2295,2023,2909,2984,4280,3958,6554,6664,5309,5287,5393,5149,4962,4691,4248,3876,3381,2837,2012,1317,679,656,732,754,2319,2101,991,1131,341,639,2509,4950,5425,5748,6345,7494,6288,6052,5965,5500,2490,932,903,469,513,301,860,575,350,370,186,533,480,469,374,426,661,654,580,809,878,653,246,203,313,324,488,574,887,792,723,981,1595,1748,1405,1160,1183,910,934,837,815,855,866,936,1024,1547,1288,439,371,295,237,310,558,713,358,336,448,500,564
1143,850,744,541,510,363,330,311,289,238,237,283,466,547,528,1385,1444,1325,893,776,1189,731,659,592,778,1748,2086,1410,1174,1039,950,777,677,693,471,261,873,916,1230,1615,2068,2432,2517,959,465,360,444,794,1119,1684,1805,1483,1631,2854,2190,515,972,1580,2414,3279,1706,1394,1456,1552,1354,984,729,1124,1672,2368,2907,3192,2022,2082,2012,2108,6751,5511,4268,3741,3326,2448,1730,1939,1323,1933,3822,5956,5280,5179,5122,4954,4928,4627,4625,4313,3961,3132,2232,1673,1127,445,1128,2406,2144,1232,2001,2320,1566,702,5151,5719,5280,5751,6174,6360,6712,5451,5181,5545,5599,5533,5345,4762,823,1000,938,1175,791,704,642,527,678,692,877,1220,1165,643,700,324,419,448,350,627,795,494,719,811,1086,805,787,794,827,1536,1882,1745,1330,1335,1005,928,976,945,934,988,1041,1312,1212,486,398,295,207,226,314,806,1047,569,475,567,569,664
883,728,575,267,251,227,232,215,221,212,181,289,313,381,412,669,1522,1482,1292,1321,1354,963,596,570,567,1659,1683,1178,969,877,704,369,301,474,48,349,674,590,1137,1435,1937,2192,2238,1161,637,519,502,691,1011,1451,2284,2458,2196,3225,1137,201,1090,1627,2191,3441,3237,2054,1964,2060,1939,2054,1576,1373,1835,2492,3523,6028,2686,2726,2325,6650,5209,5381,4458,3849,3357,2811,1414,1022,2382,4155,5113,5170,4970,5099,4883,4754,4305,4383,4420,4244,3927,2877,2071,1356,445,689,1748,2847,2663,2426,1228,3521,5464,5992,5680,5131,4825,4959,5297,5597,6195,5532,5158,4930,4795,4657,4680,5100,4886,4288,2601,967,997,762,708,1878,1783,1455,1345,1278,1189,836,758,258,394,857,1100,1242,1419,1357,1040,957,1365,836,658,830,1129,1491,1879,1982,1982,1439,1115,1042,998,968,1037,1058,1253,1588,1080,394,259,190,219,279,773,1108,1315,889,692,606,600,732
694,613,364,214,212,188,176,201,197,267,288,347,320,381,465,605,1070,1719,1735,1691,1195,878,644,685,735,1627,1379,856,843,514,179,119,555,480,350,871,1002,990,1259,1586,2039,2370,3343,1734,847,634,627,643,890,1127,1530,2178,2613,2789,746,167,1198,1852,2513,4126,4317,2691,2424,3127,3333,5211,2569,3532,3998,5678,9357,8769,6162,7508,8038,6239,5963,5058,4528,3912,3318,2886,2456,3135,3604,4445,4187,4850,4839,4617,4649,4315,4136,3963,3921,3743,3745,2641,1601,615,342,1018,2099,2730,3202,2872,4267,5373,5790,5452,4972,4815,4398,4225,4600,5070,5278,4818,4555,4489,4305,4199,4295,3979,3934,4176,4622,3773,3195,2702,2904,2262,1078,1348,1008,1053,776,546,520,425,723,921,763,1082,1419,1690,1755,1487,1026,794,717,950,1143,1768,1998,2085,1942,1354,1108,1160,1200,1206,1168,1610,1889,950,530,284,176,170,288,611,1053,1344,1312,1033,983,834,824,914
403,271,243,143,252,176,217,200,229,325,369,398,424,339,399,453,907,1814,1919,1881,1391,1055,832,835,1080,2248,1888,846,493,349,162,315,791,527,376,1018,1880,1633,1617,1812,2171,1952,2860,3274,1056,831,772,870,985,994,1445,1928,2430,2094,432,584,1576,2179,2287,2120,6734,7370,4266,6216,6435,4643,3609,3826,4309,5129,5206,5168,5813,5374,5586,5578,5248,5351,4209,3922,3360,2637,2464,2690,3388,4039,3934,4389,4317,4495,4205,4092,3929,3397,3349,2954,2070,1705,1264,788,785,1012,1295,2008,2758,4251,4976,5351,5207,4884,4812,4625,3878,3874,3988,3967,4169,4182,4229,3947,3837,3585,3594,3132,3536,3765,3983,3045,2040,1814,2224,1784,896,1114,937,777,894,795,586,325,757,1159,1093,1083,1321,1631,2044,1394,956,936,1039,1261,1525,1985,2211,2117,1991,1355,1233,1219,1271,1343,1784,1481,748,705,478,186,188,246,662,1171,1407,1505,1384,1225,1102,990,927,1039
184,198,169,118,292,257,223,341,374,394,371,424,447,383,479,486,638,2174,2090,1807,981,977,1142,1213,2359,2681,1875,1260,1192,370,214,1241,1022,301,391,1159,1485,2199,2582,2758,2983,3071,2492,2736,3459,840,890,896,1126,1168,1372,1903,2925,3423,1189,1043,1885,2460,2826,4447,6811,3605,2985,3678,4025,3446,3261,2527,2467,4053,4703,4892,4950,4920,4760,4541,3873,5037,4753,3925,3243,2508,1761,2400,3586,3505,3535,3501,3712,3974,4244,3955,3818,2871,2425,2175,1344,863,894,886,224,545,1914,2854,3646,4308,4733,4542,4675,4739,4377,4170,3761,3366,3413,3599,3634,3757,3712,3435,3284,2854,2580,2948,3543,3391,3057,3291,1663,1398,1591,1898,1440,1116,941,841,875,776,419,570,830,1251,1268,1301,1756,2214,2525,2023,1047,1173,1346,1541,1739,1915,2156,2293,1831,1241,1166,1309,1753,1663,1358,642,575,555,419,193,201,265,606,1063,1366,1390,1523,1458,1238,1250,1030,1220
192,204,139,228,324,351,255,406,536,497,438,399,439,476,505,633,742,1993,1212,801,1090,1202,1422,2694,2772,1906,1463,1214,779,288,116,1181,1105,439,577,656,580,678,1383,1693,1871,1529,1375,2090,2980,2146,1011,1000,1022,1233,1522,2367,2816,3248,1250,1836,2051,1768,1947,4795,3358,3377,2879,3149,3264,2706,1851,2040,3556,4147,4005,4542,4294,4114,3778,3375,3089,2368,4862,4117,2696,1718,1141,1443,2235,2803,3008,2923,2729,3328,4126,3608,3236,3072,1820,1046,753,209,452,513,374,984,1631,2093,2345,3504,4036,4104,4297,4055,3598,3727,3580,2963,2993,2834,3406,3474,3002,2956,2876,2542,2595,3051,3676,2759,2726,3063,2870,2469,2018,1297,1040,944,630,809,586,564,526,721,933,1482,1330,1635,2043,2205,2722,2712,2099,1471,1614,1635,1772,2089,2165,2422,1421,1507,1591,2044,1936,648,549,542,546,370,142,87,107,503,833,1071,1404,1489,1646,1632,1361,1412,1202,1329
204,252,262,304,357,438,395,425,652,713,611,485,502,576,699,837,975,2038,1614,1346,1105,1269,2327,2639,2144,1691,1207,844,408,38,249,1206,942,693,173,794,1543,1747,1125,897,902,770,546,1115,1465,2133,1570,1122,1217,1354,1435,2612,3471,3640,3346,3828,3962,4145,3951,7432,3799,3350,3231,2637,2688,2205,1112,2658,3433,3460,3498,3457,3608,3374,3137,2938,2212,1957,4673,4241,3522,2130,322,1016,1124,1216,2209,1565,2773,2983,3716,3300,2188,2046,1724,735,340,387,882,678,504,452,619,955,1927,2605,2965,3194,3022,3161,3176,3049,3320,2872,2270,2654,3099,3077,2646,2398,2388,2320,2477,3402,3480,2761,2292,2380,2776,1915,1373,635,587,770,449,597,445,557,908,1203,970,1462,814,1413,1917,2340,2418,3135,3359,3079,1505,1941,2193,2353,2386,2310,1951,1596,2335,1421,764,523,486,445,409,235,146,195,340,695,1025,1262,1383,1531,1552,1755,1606,1400,1454,1463
399,374,373,418,482,624,503,266,538,807,682,603,605,694,582,647,1733,2003,1839,1812,1812,2063,3027,2797,2126,1270,1066,808,217,166,889,1386,1024,453,538,415,1071,1739,1997,2141,2209,2249,1833,1183,1136,2003,2451,1650,1570,2287,3127,3385,2898,1893,2175,3650,3010,2709,4118,7198,3766,3200,2991,2234,2247,2392,1480,2965,2865,2904,2831,2994,2866,2862,2756,2635,1947,1781,4379,4078,2351,2520,184,3048,2186,1834,1632,1233,2102,2342,2484,2114,866,903,580,262,297,494,1020,788,839,703,381,303,671,1960,2121,1751,2277,2379,2322,2456,2866,2584,2041,2090,2557,2534,2234,1784,1736,1955,2952,3437,3138,2262,1452,2133,2291,1228,1144,541,549,258,402,360,546,862,1298,1462,1524,1605,839,856,1649,1751,1950,2285,2513,3361,3500,2828,2538,2206,2481,3115,2962,2460,2231,912,759,545,477,350,266,158,401,475,748,956,1069,1289,1426,1491,1738,1826,1687,1643,1494,1593
510,484,580,588,573,682,678,606,443,819,913,985,743,742,1043,829,1358,2257,2042,1863,2179,3360,3496,2913,1970,1317,786,440,124,203,1333,1243,363,410,714,139,455,978,1248,1343,1874,2328,2744,3088,2871,3428,3445,3235,2614,2478,2639,1777,1770,1747,2029,2242,1988,2116,3184,6522,3406,3131,2680,2198,2151,2219,2280,2495,2416,2408,2299,2164,2485,2415,2452,2265,2037,2045,3928,3698,3628,2498,3624,3600,3398,3031,1902,2833,1257,1183,1498,1106,508,353,133,399,533,644,1038,968,839,807,620,664,596,728,989,807,1285,1594,1449,1793,2239,2370,2133,1314,1898,1957,1523,966,1516,2514,3172,2875,2878,2154,1417,2298,2018,1125,820,374,568,380,488,700,1067,1049,1432,1632,1742,1958,837,762,1046,1537,1755,2252,2333,2976,3635,3983,2213,2440,3443,1664,838,613,818,851,694,465,464,238,188,371,574,1120,1198,1128,1298,1372,1443,1568,1853,1956,1911,1792,1726,1780
