2062,2454,2269,1951,1840,1864,1591,751,1355,1449,1297,947,523,263,1129,1064,1109,673,517,849,1612,1373,979,416,887,739,1919,1917,1749,1588,1404,1557,1592,1071,916,934,2137,1681,1189,1184,545,898,852,707,428,476,523,671,693,767,1462,1359,1003,1095,765,517,834,838,723,719,1051,1717,1222,872,1118,1197,1106,850,782,1228,1163,975,951,901,438,493,797,1436,363,660,1121,1168,1178,1462,1907,2730,928,564,633,555,577,500,329,356,311,448,589,397,317,461,1012,1761,1831,555,644,837,1026,860,665,694,795,1008,465,687,1205,1625,1797,1437,1796,2009,1779,2181,2281,2351,2530,2819,3229,3881,4306,3276,3230,7454,2024,1444,1496,2022,1456,2119,1753,1555,1502,1272,1258,2189,3110,3346,2951,3443,4565,4910,4114,1049,936,730,227,135,80,118,128,177,316,359,509,782,752,691,415,214,147,153,139,172,145,166,238,298,195,36,13,38
2835,2895,2540,2325,2073,1834,1469,1596,1661,1527,1536,1466,1099,921,720,694,547,325,368,410,429,1615,1421,791,824,914,792,1218,1358,1582,1406,1266,1299,1298,1246,785,1610,1703,1074,1001,399,560,1065,681,403,663,656,845,598,823,1070,1541,1401,954,770,542,612,897,681,730,1115,1922,1353,1308,1105,1312,1298,1260,983,1344,1407,1218,1092,1051,685,917,1227,1156,377,471,901,836,1306,1444,1690,2185,826,672,645,579,587,420,250,184,733,945,1061,1180,737,206,634,1225,1974,1059,1129,830,1500,1581,747,996,960,1029,980,988,1112,1283,1609,1841,1935,2163,2313,2058,2164,2330,2326,2442,2848,3381,5397,6507,8601,6186,4880,2636,1912,1431,1114,1719,1277,1150,1069,1254,1430,2443,2897,2649,2789,3394,4002,4287,4527,3309,942,417,156,144,126,161,192,144,148,250,654,722,795,513,150,129,130,136,111,108,97,121,173,65,46,55,87,27
3391,3015,2463,2483,1811,1787,1588,2012,1640,1437,1125,1247,1200,748,802,944,903,802,605,258,286,671,1484,1084,954,1002,855,1084,1113,1091,1025,829,913,1081,890,623,756,1297,1307,1006,364,359,999,418,661,691,791,1044,787,935,1480,1852,1154,998,884,591,736,980,786,720,1564,1695,1345,1271,1110,1171,1459,1416,1416,1298,1396,1285,1170,1179,1276,1165,926,461,396,706,1266,1400,1325,887,1114,1726,2157,729,620,663,573,460,449,386,783,1173,1430,1503,413,125,316,1080,1775,2007,1130,1579,1639,1148,1000,888,744,1162,1015,1059,1426,1435,1437,1877,2126,2233,2271,2415,2469,1856,2527,2682,2832,3461,5481,9482,8561,7116,6608,5969,4055,1946,2070,1373,1103,990,947,992,1269,1913,2364,2347,2794,3035,3399,3683,3962,4199,3110,180,178,137,117,127,207,186,190,221,357,1078,493,710,395,154,103,122,83,84,119,131,82,123,121,168,176,35
3767,3422,3157,2629,2203,1900,2468,2070,1728,1374,789,371,203,269,1464,1537,1446,1270,1294,985,548,617,1155,996,345,1145,1135,1052,1080,971,900,746,811,785,479,636,628,498,370,610,530,530,1012,540,727,795,831,1036,987,881,1393,1989,1157,931,651,573,640,1271,1241,976,1892,1800,1541,1463,1403,1451,1393,1636,1319,1030,1633,1440,1602,1814,1619,1136,500,371,432,877,1117,689,377,615,1070,1297,1998,2194,1131,868,837,810,728,663,1026,1515,1687,320,253,521,479,617,1234,1681,2218,1458,1458,1182,1353,1023,384,1209,1276,1212,1444,1436,960,1514,1704,1691,1850,2319,2643,2579,2567,2952,3378,3471,4425,9053,5959,5863,6249,5876,5958,3622,2028,841,850,930,984,1016,1484,2104,1877,2053,2219,2354,2592,2950,3474,3747,3198,192,256,182,224,199,232,327,345,308,397,1208,1041,681,290,121,105,71,121,172,129,72,181,321,423,510,70,11
2998,2813,2061,2950,2635,2380,2173,2046,1857,591,235,280,344,1072,1722,1768,1468,1462,1314,1229,1213,925,817,780,825,775,692,987,979,820,863,921,969,746,692,892,1195,517,516,411,307,583,1083,991,543,868,904,1015,1071,1060,1364,1921,1221,878,796,709,647,833,1420,1286,1045,2030,1677,1630,1375,1879,1389,1487,1697,1851,2247,2065,1683,1018,925,631,323,462,602,597,666,684,927,976,1023,1203,1162,1735,2242,1549,1239,1436,1454,1351,1084,1219,1695,383,838,1391,887,614,994,1390,1968,2018,1992,1122,840,1002,364,460,1355,1273,1821,1035,451,1193,1677,1999,2246,2504,2557,2591,2754,2975,3501,3725,7397,5214,5032,4931,5737,5671,5526,4988,1949,891,155,303,441,869,1657,1797,852,1242,1423,1727,1766,2416,3089,3002,3081,2507,344,294,296,290,326,345,444,350,581,1825,887,537,166,84,120,117,180,176,115,50,165,332,446,246,43,51
1763,1325,475,2213,2126,2031,1751,1782,1481,583,391,448,577,2054,1880,1815,1492,1461,1562,1330,1191,1086,846,1014,880,866,1010,1140,1037,1015,989,1179,1102,944,1137,1182,1016,642,526,421,329,568,810,1084,835,891,1079,1161,1183,1007,1558,2193,1318,1072,712,823,690,806,1485,1072,857,1572,2308,2131,1868,1536,1697,2206,2211,1865,1297,1403,1184,1127,729,496,265,311,382,696,816,1036,972,1132,1002,1283,1376,1044,1707,2325,2023,1771,1546,765,357,428,1355,1339,1466,1741,1304,682,516,1219,1598,2145,2267,1215,1242,1080,495,164,1164,1287,1879,988,738,1170,1714,1885,2354,2254,2618,2716,2681,3131,4098,5073,4143,4223,4694,4891,5418,5076,5281,3109,1036,1093,836,587,1100,1259,1622,898,499,472,673,1043,579,2321,2829,2828,2408,2816,3714,3650,3705,3954,3923,3641,3742,2931,4018,647,740,248,110,92,100,160,191,55,21,94,160,156,56,41,30,31
1503,1055,1296,1580,1726,1610,1611,1675,977,347,355,538,1363,2098,1778,1741,1516,1497,1369,1233,1240,1165,1016,1096,822,1275,1181,1106,1127,1001,1202,1248,962,1227,1425,851,350,231,72,309,393,630,841,1218,917,851,942,1209,1279,1276,1127,2314,1509,1175,950,733,672,624,1346,1302,752,964,3411,2356,1943,1968,1319,1559,1430,1218,1105,996,972,863,496,301,510,528,567,597,783,848,1064,1109,1099,1239,1598,1812,1260,2118,2584,1594,665,490,531,407,793,1258,697,982,1648,1436,1381,866,1330,1572,2189,2344,1059,846,522,54,786,1424,1690,1734,1781,1352,1817,2010,2385,2457,2344,2721,3038,3030,3831,6673,5150,3503,3892,4701,4063,4741,4536,5193,4874,4310,911,2558,2907,2395,1047,624,596,680,624,877,1757,1760,3013,2580,2440,3658,3736,3420,3435,3478,3815,4267,4577,4618,4963,2004,813,180,98,132,125,200,125,78,145,107,195,70,44,50,23,75
1737,1402,1132,1136,1038,422,550,217,220,338,368,435,868,2112,1897,1708,1721,1678,1543,1513,1429,1320,1115,1235,829,1400,1224,1157,1159,826,1408,1201,1179,1457,890,396,202,325,354,512,684,778,848,1238,1208,862,1031,1144,1351,1322,905,2267,2184,1629,1376,603,678,722,885,1980,2092,2661,2584,1971,1438,1138,1055,1171,1172,1140,1055,865,708,366,124,144,321,610,646,657,680,747,956,1083,1205,1248,1571,1925,1671,1576,2401,1878,666,611,582,596,551,1416,1503,1274,1220,1754,1692,1401,619,1283,1813,2590,1413,963,605,279,107,1088,1930,980,1772,2057,1955,2012,2041,2413,2396,2587,3308,3831,2963,9195,3854,4716,3578,3653,3563,4367,4501,4650,4083,3859,4263,3167,2550,1583,334,324,598,631,442,992,2360,3094,3187,2827,3484,3591,2718,2843,2862,2906,3309,3703,3922,4235,4402,2873,3244,1544,152,171,211,190,110,187,557,142,79,44,48,44,140,150
1832,1577,1495,1254,1250,686,192,275,375,390,467,647,1837,2058,1738,1404,1255,1833,1831,1611,1508,1465,1360,1438,1221,1447,1370,1284,1094,1091,1614,1288,1699,1887,896,496,438,330,516,1261,1191,1145,1092,1293,1386,1136,1112,1140,1293,1282,1024,1101,2388,1962,1805,1463,1279,966,1497,3054,2148,1775,1891,1774,1535,1434,1146,969,891,883,874,722,320,291,384,385,420,434,770,801,881,966,1046,1254,1358,1049,1473,2021,2236,2296,2280,1802,793,753,756,683,954,913,1325,1673,1595,1457,1747,1640,615,1497,1763,1988,2370,1459,917,321,85,211,1105,2032,2214,2399,2361,2101,1892,2169,2580,2888,2241,2165,8024,6592,5620,4013,4038,3301,2462,4030,4171,3516,2926,3271,3084,2816,2303,278,276,105,384,474,652,1265,2221,2919,2788,2778,3294,3330,2598,2619,2341,2631,2927,3157,3576,4030,3884,2969,3270,3212,2926,2774,647,138,168,213,158,105,29,77,111,209,262,275
1708,1588,1184,285,1163,511,541,537,493,546,570,780,2281,2035,1766,1539,726,1920,1915,1801,1776,1617,1496,1252,1467,1686,1562,1432,1284,3508,3636,3382,3058,2750,2661,1137,673,461,246,828,1721,1617,1560,1531,1492,1322,746,809,1317,1663,1194,1119,1610,2721,2015,1945,2203,2803,3198,1866,1473,1489,1432,1470,990,1352,1279,1084,765,584,424,173,99,395,579,511,227,334,609,712,935,911,1197,1219,1549,1460,1377,1456,1634,2419,2857,984,800,1055,1129,694,1301,1405,638,1513,1814,1213,1631,1857,1176,1089,1811,2065,2392,317,253,275,246,168,614,1830,2178,2422,2763,2161,2306,1506,2235,8523,8370,9866,6872,5099,5631,3223,3390,3459,2347,2560,3268,2493,2065,2133,2528,2554,2239,183,191,213,894,132,408,712,1750,2406,2338,2628,3209,2704,2413,2346,2157,2250,2474,2767,3293,3746,2881,1861,2842,2760,2784,2982,2470,236,375,392,13,130,114,179,234,708,1365,1649
