11.14,-74.0008333333333,12.77
11.14,-74,12.34
11.14,-73.9991666666667,12.38
11.14,-73.9983333333333,12.32
11.14,-73.9975,12.42
11.14,-73.9966666666667,12.76
11.14,-73.9958333333333,12.67
11.14,-73.995,12.74
11.14,-73.9941666666667,13.25
11.14,-73.9933333333333,13.49
11.14,-73.9925,13.3
11.14,-73.9916666666667,12.88
11.14,-73.9908333333333,12.73
11.14,-73.99,12.63
11.14,-73.9891666666667,12.27
11.14,-73.9883333333333,12.19
11.14,-73.9875,11.86
11.14,-73.9866666666667,11.82
11.14,-73.9858333333333,11.83
11.14,-73.985,11.99
11.14,-73.9841666666667,12.09
11.14,-73.9833333333333,12.36
11.14,-73.9825,12.24
11.14,-73.9816666666667,12.42
11.14,-73.9808333333333,12.86
11.14,-73.98,13.1
11.14,-73.9791666666667,12.58
11.14,-73.9783333333333,12.23
11.14,-73.9775,12.03
11.14,-73.9766666666667,11.72
11.14,-73.9758333333333,11.41
11.14,-73.975,11.16
11.14,-73.9741666666667,10.79
11.14,-73.9733333333333,10.47
11.14,-73.9725,10.34
11.14,-73.9716666666667,10.34
11.14,-73.9708333333333,10.38
11.14,-73.97,10.29
11.14,-73.9691666666667,10.1
11.14,-73.9683333333333,9.83
11.14,-73.9675,9.76
11.14,-73.9666666666667,9.69
11.14,-73.9658333333333,9.61
11.14,-73.965,9.54
11.14,-73.9641666666667,9.7
11.14,-73.9633333333333,10.03
11.14,-73.9625,9.68
11.14,-73.9616666666667,9.17
11.14,-73.9608333333333,8.73
11.14,-73.96,8.48
11.14,-73.9591666666667,8.16
11.14,-73.9583333333333,7.79
11.14,-73.9575,7.67
11.14,-73.9566666666667,7.33
11.14,-73.9558333333333,6.94
11.14,-73.955,6.69
11.14,-73.9541666666667,6.37
11.14,-73.9533333333333,6.06
11.14,-73.9525,5.74
11.14,-73.9516666666667,5.73
11.14,-73.9508333333333,5.7
11.14,-73.95,5.56
11.14,-73.9491666666667,5.21
11.14,-73.9483333333333,5.04
11.14,-73.9475,4.87
11.14,-73.9466666666667,4.85
11.14,-73.9458333333333,4.9
11.14,-73.945,4.76
11.14,-73.9441666666667,4.7
11.14,-73.9433333333333,4.83
11.14,-73.9425,4.76
11.14,-73.9416666666667,4.66
11.14,-73.9408333333333,4.41
11.14,-73.94,4.34
11.14,-73.9391666666667,4.47
11.14,-73.9383333333333,4.57
11.14,-73.9375,4.62
11.14,-73.9366666666667,4.34
11.14,-73.9358333333333,3.75
11.14,-73.935,3.25
11.14,-73.9341666666667,3.16
11.14,-73.9333333333333,3.44
11.14,-73.9325,3.89
11.14,-73.9316666666667,4.05
11.14,-73.9308333333333,3.85
11.14,-73.93,3.64
11.14,-73.9291666666667,3.67
11.14,-73.9283333333333,3.81
11.14,-73.9275,4.12
11.14,-73.9266666666667,4.27
11.14,-73.9258333333333,4.26
11.14,-73.925,4.32
11.14,-73.9241666666667,4.22
11.14,-73.9233333333333,4.53
11.14,-73.9225,5.1
11.14,-73.9216666666667,5.47
11.14,-73.9208333333333,5.89
11.14,-73.92,6.01
11.14,-73.9191666666667,6.19
11.14,-73.9183333333333,6.37
11.14,-73.9175,6.72
11.14,-73.9166666666667,6.65
11.14,-73.9158333333333,6.62
11.14,-73.915,6.41
11.14,-73.9141666666667,6.31
11.14,-73.9133333333333,6.35
11.14,-73.9125,5.9
11.14,-73.9116666666667,5.57
11.14,-73.9108333333333,5.37
11.14,-73.91,5.2
11.14,-73.9091666666667,5.37
11.14,-73.9083333333333,5.77
11.14,-73.9075,6.36
11.14,-73.9066666666667,6.86
11.14,-73.9058333333333,7.45
11.14,-73.905,7.7
11.14,-73.9041666666667,7.96
11.14,-73.9033333333333,8.49
11.14,-73.9025,8.94
11.14,-73.9016666666667,9.36
11.14,-73.9008333333333,9.51
11.14,-73.9,9.82
11.14,-73.8991666666667,10.36
11.14,-73.8983333333333,11
11.14,-73.8975,11.26
11.14,-73.8966666666667,11.05
11.14,-73.8958333333333,10.25
11.14,-73.895,9.57
11.14,-73.8941666666667,8.97
11.14,-73.8933333333333,9
11.14,-73.8925,9.34
11.14,-73.8916666666667,9.47
11.14,-73.8908333333333,9.33
11.14,-73.89,9.01
11.14,-73.8891666666667,8.8
11.14,-73.8883333333333,8.84
11.14,-73.8875,9.02
11.14,-73.8866666666667,8.65
11.14,-73.8858333333333,8.75
11.14,-73.885,9.33
11.14,-73.8841666666667,9.71
11.14,-73.8833333333333,10.18
11.14,-73.8825,10.49
11.14,-73.8816666666667,10.5
11.14,-73.8808333333333,10.6
11.14,-73.88,10.76
11.14,-73.8791666666667,10.42
11.14,-73.8783333333333,10.22
11.14,-73.8775,9.83
11.14,-73.8766666666667,9.57
11.14,-73.8758333333333,9.27
11.14,-73.875,9.01
11.14,-73.8741666666667,8.56
11.14,-73.8733333333333,8.16
11.14,-73.8725,7.56
11.14,-73.8716666666667,7.12
11.14,-73.8708333333333,6.63
11.14,-73.87,6.52
